Food Establishment Name,Food Establishment Street Address,Food Establishment City,Food Establishment Zip Code,Inspection Date,Inspection Type,Violation Code,Violation Description,Geocoded Location
BLUE ROCKS CHICKIE & PETE'S,801 SHIPYARD DRIVE,WILMINGTON,19801,05/07/2021,Routine,,,"801 SHIPYARD DRIVE
WILMINGTON, DE 19801
(39.732638, -75.563115)"
BLUE ROCKS FIRST BASE CONCESSIONS,801 SHIPYARD DRIVE,WILMINGTON,19801,05/06/2021,Routine,,,"801 SHIPYARD DRIVE
WILMINGTON, DE 19801
(39.732638, -75.563115)"
BLUE ROCKS GROTTOS,801 SHIPYARD DRIVE,WILMINGTON,19801,04/22/2021,Routine,,,"801 SHIPYARD DRIVE
WILMINGTON, DE 19801
(39.732638, -75.563115)"
BLUE ROCKS LUXUARY LEVEL KITCHEN,801 SHIPYARD DRIVE,WILMINGTON,19801,05/07/2021,Routine,,,"801 SHIPYARD DRIVE
WILMINGTON, DE 19801
(39.732638, -75.563115)"
BLUECOAST REHOBOTH,30115 VETERANS WAY,REHOBOTH BEACH,19971,01/23/2020,Complaint,,,
BLUECOAST SEAFOOD GRILL,1111 HIGHWAY ONE,BETHANY BEACH,19930,01/30/2020,Routine,6-301.11,"Handwashing Cleanser, Availability",
BLUECOAST SEAFOOD GRILL,1111 HIGHWAY ONE,BETHANY BEACH,19930,08/18/2021,Routine,,,
BOARDWALK FRIES AT BETHANY,97 GARFIELD PKW #4,BETHANY BEACH,19930,04/23/2021,Routine,6-501.111,Controlling Pests,"97 GARFIELD PKW #4
BETHANY BEACH, DE 19930
(38.538508, -75.054792)"
BOBA CHA,157 E MAIN STREET,NEWARK,19711,03/02/2021,Routine,,,"157 E MAIN STREET
NEWARK, DE 19711
(39.68354, -75.746723)"
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,01/19/2021,Complaint,,,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,6-301.11,"Handwashing Cleanser, Availability",
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,6-301.12,Hand Drying Provision,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,2-102.11,Demonstration of Knowledge,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,5-205.15,System Maintained in Good Repair,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking",
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,7-202.12,Conditions of Use,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,07/16/2021,Routine,3-501.15,Cooling Methods,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,08/05/2021,Follow-up,5-205.15,System Maintained in Good Repair,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,08/05/2021,Follow-up,2-102.11,Demonstration of Knowledge,
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,08/05/2021,Follow-up,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking",
BODIE'S DAIRY MARKET #6,912 MAIN ST,DAGSBORO,19939,08/19/2021,Follow-up,,,
BONA PIZZA,32612 LONG NECK RD,MILLSBORO,19966,11/18/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"32612 LONG NECK RD
MILLSBORO, DE 19966
(38.630175, -75.173424)"
BOOTH HOUSE TARVERN,222 DELAWARE ST,NEW CASTLE,19720,05/14/2021,Routine,,,"222 DELAWARE ST
NEW CASTLE, DE 19720
(39.660028, -75.564235)"
BOUNTIFUL BOWLS,33809 DREAMWEAVER LN,LEWES,19958,08/04/2021,Routine,,,"33809 DREAMWEAVER LN
LEWES, DE 19958
(38.75457, -75.160901)"
BRANDYWINE SENIOR CENTER-CITY FARE,3301 GREEN STREET,CLAYMONT,19703,02/21/2020,Routine,,,"3301 GREEN STREET
CLAYMONT, DE 19703
(39.800898, -75.466184)"
BREAKFAST GURU,19 WILMINGTON AVE,REHOBOTH BEACH,19971,02/11/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"19 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.71556, -75.07792)"
BREAKFAST GURU,19 WILMINGTON AVE,REHOBOTH BEACH,19971,02/11/2021,Routine,4-602.11,Equipment Food-Contact Surfaces and Utensils-Frequency,"19 WILMINGTON AVE
REHOBOTH BEACH, DE 19971
(38.71556, -75.07792)"
BRICK MILL EARLY CHILDHOOD CENTER,378 BRICK MLILL ROAD,MIDDLETOWN,19709,06/30/2021,Routine,,,"378 BRICK MLILL ROAD
MIDDLETOWN, DE 19709
(39.458588, -75.687776)"
BRICK WORKS BREWERY & EATS,36932 SILACATO DR SUITE 1,MILLSBORO,19966,09/08/2021,Routine,,,"36932 SILACATO DR SUITE 1
MILLSBORO, DE 19966
(38.635249, -75.195916)"
BRIDGEVILLE KIWANIS BAR-B-Q,SCOTT'S CORNER,BRIDGEVILLE,19933,04/14/2021,Routine,,,
BRIDGEVILLE SENIOR CENTER,414 MARKET ST,BRIDGEVILLE,19933,09/14/2021,Routine,,,"414 MARKET ST
BRIDGEVILLE, DE 19933
(38.742434, -75.605415)"
BRIDGEVILLE VFC,PO  BOX 727,BRIDGEVILLE,19933,11/17/2021,Routine,,,
BRIO,305 CHRISTIANA MALL RD,NEWARK,19702,03/09/2021,Routine,,,
"BROADKILL STORE, THE",BROADKILL BEACH,MILTON,19968,05/18/2021,Routine,,,
BROTHERS PIZZA,LAUREL SQUARE SHOPPING CTR,LAUREL,19956,07/26/2021,Routine,,,
BROTHERS PIZZA LLC,150 PENCADER PLAZA,NEWARK,19713,02/11/2021,Routine,,,"150 PENCADER PLAZA
NEWARK, DE 19713
(39.658942, -75.736481)"
BROWN BAGG DELI & GROCERY,301 E 9TH ST,WILMINGTON,19801,12/01/2021,Routine,,,"301 E 9TH ST
WILMINGTON, DE 19801
(39.743471, -75.545516)"
BROWN BARN,136 BURTON ST,GEORGETOWN,19947,03/09/2020,Routine,,,"136 BURTON ST
GEORGETOWN, DE 19947
(38.692969, -75.373565)"
BROWN BARN,136 BURTON ST,GEORGETOWN,19947,11/24/2021,Routine,,,"136 BURTON ST
GEORGETOWN, DE 19947
(38.692969, -75.373565)"
BRUNCH AND MORE,1304 B OLD LANCASTER PIKE,HOCKESSIN,19707,12/23/2020,Routine,,,"1304 B OLD LANCASTER PIKE
HOCKESSIN, DE 19707
(39.788287, -75.697805)"
BRUSTERS ICE CREAM,"3616 KIRKWOOD HIGHWAY, SUITE A",WILMINGTON,19808,08/09/2021,Routine,,,"3616 KIRKWOOD HIGHWAY, SUITE A
WILMINGTON, DE 19808
(39.734172, -75.637152)"
BRYAN'S BOWLING CENTER,1103 SOUTH CENTRAL AVE,LAUREL,19956,02/16/2021,Routine,,,"1103 SOUTH CENTRAL AVE
LAUREL, DE 19956
(38.548785, -75.569417)"
BUFFALO WILD WINGS RESTAURANT,19930 LIGHTHOUSE PLAZA,REHOBOTH BEACH,19971,03/09/2020,Routine,,,
BUMMIES,PO BOX 411,NEW CASTLE,19720,09/01/2020,Routine,,,
BURGER KING,10912 COUNTY SEAT HWY,LAUREL,19956,02/10/2021,Routine,,,"10912 COUNTY SEAT HWY
LAUREL, DE 19956
(38.570791, -75.562065)"
BURGER KING #2663,2690 KIRKWOOD HIGWAY,NEWARK,19711,02/24/2020,Routine,,,"2690 KIRKWOOD HIGWAY
NEWARK, DE 19711
(39.708134, -75.683017)"
BURGER KING #466,3607 KIRKWOOD HIGHWAY,WILMINGTON,19808,04/17/2020,Routine,,,"3607 KIRKWOOD HIGHWAY
WILMINGTON, DE 19808
(39.734559, -75.636426)"
BURGER KING #5190,300 SMARYLAND AVENUE,WILMINGTON,19804,04/16/2020,Routine,,,
BURGER KING/BELLA'S PIZZA,20633 DUPONT BLVD,GEORGETOWN,19947,01/09/2020,Routine,,,"20633 DUPONT BLVD
GEORGETOWN, DE 19947
(38.69759, -75.400307)"
BURGER KING/BELLA'S PIZZA,20633 DUPONT BLVD,GEORGETOWN,19947,08/23/2021,Routine,,,"20633 DUPONT BLVD
GEORGETOWN, DE 19947
(38.69759, -75.400307)"
BURIRM THAI KITCHEN,1126 CAPITAL TRAIL UNIT D,NEWARK,19711,01/13/2022,Routine,,,"1126 CAPITAL TRAIL UNIT D
NEWARK, DE 19711
(39.696501, -75.712983)"
BUSHELS CRAB HOUSE,18289 COASTAL HWY,LEWES,19958,04/17/2020,Routine,,,"18289 COASTAL HWY
LEWES, DE 19958
(38.742026, -75.149039)"
BUSHELS CRAB HOUSE,18289 COASTAL HWY,LEWES,19958,04/07/2021,Routine,,,"18289 COASTAL HWY
LEWES, DE 19958
(38.742026, -75.149039)"
CAFÉ @ BGCDE,310 VIRGINIA AVE,SEAFORD,19973,08/12/2020,Routine,,,"310 VIRGINIA AVE
SEAFORD, DE 19973
(38.653344, -75.611438)"
CAFÉ 10:31,101 KARINS BOULEVARD,TOWNSEND,19734,10/05/2021,Routine,,,"101 KARINS BOULEVARD
TOWNSEND, DE 19734
(39.40545, -75.695916)"
CAFÉ A GO-GO,3 N 1ST STREET,REHOBOTH BEACH,19971,05/19/2020,Routine,,,"3 N 1ST STREET
REHOBOTH BEACH, DE 19971
(38.716831, -75.07899)"
CAFÉ AMERICANA DELAWARE DBA CAFÉ,4500 LINDEN HILL RD,WILMINGTON,19808,05/15/2020,Routine,,,
CAFÉ MILANO,800 S MARKET ST,BLADES,19973,01/09/2020,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","800 S MARKET ST
BLADES, DE 19973
(38.630971, -75.609024)"
CAFÉ MILANO,800 S MARKET ST,BLADES,19973,01/09/2020,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","800 S MARKET ST
BLADES, DE 19973
(38.630971, -75.609024)"
CAFÉ MILANO,800 S MARKET ST,BLADES,19973,01/09/2020,Routine,6-301.11,"Handwashing Cleanser, Availability","800 S MARKET ST
BLADES, DE 19973
(38.630971, -75.609024)"
CAFÉ MILANO,800 S MARKET ST,BLADES,19973,01/09/2020,Routine,6-301.12,Hand Drying Provision,"800 S MARKET ST
BLADES, DE 19973
(38.630971, -75.609024)"
CAFÉ ON THE CIRCLE,7 E MARKET ST,GEORGETOWN,19947,01/06/2020,Routine,,,"7 E MARKET ST
GEORGETOWN, DE 19947
(38.690551, -75.38524)"
CAFÉ ON THE CIRCLE,7 E MARKET ST,GEORGETOWN,19947,06/22/2021,Routine,,,"7 E MARKET ST
GEORGETOWN, DE 19947
(38.690551, -75.38524)"
CAFÉ REHO,517 N BOARDWALK,REHOBOTH BEACH,19971,10/13/2021,Routine,,,"517 N BOARDWALK
REHOBOTH BEACH, DE 19971
(38.721435, -75.0768)"
CAFÉ TAMBURELLI,3 W MARKET ST,GREENWOOD,19950,09/08/2020,Routine,,,"3 W MARKET ST
GREENWOOD, DE 19950
(38.807403, -75.592907)"
CAFÉ TAMBURELLI'S,3 W MARKET ST,GREENWOOD,19950,07/30/2021,Routine,,,"3 W MARKET ST
GREENWOOD, DE 19950
(38.807403, -75.592907)"
CAFÉ TAMBURELLI'S,3 W MARKET ST,GREENWOOD,19950,11/22/2021,Routine,3-302.11,"Packaged and Unpackaged Food-Separation, Packaging, and Segregation","3 W MARKET ST
GREENWOOD, DE 19950
(38.807403, -75.592907)"
CAFETAL,1128 CAPITAL TRAIL,NEWARK,19711,01/22/2020,Routine,,,
CALDERON MARKET LLC,432 EAST MARKET ST,GEORGETOWN,19947,02/24/2021,Routine,5-205.15,System Maintained in Good Repair,"432 EAST MARKET ST
GEORGETOWN, DE 19947
(38.695232, -75.379263)"
CALDERON MARKET LLC,432 EAST MARKET ST,GEORGETOWN,19947,03/03/2021,Follow-up,,,"432 EAST MARKET ST
GEORGETOWN, DE 19947
(38.695232, -75.379263)"
"CALIFORNIA TACOS, LLC",400 S RIDGE AVE,MIDDLETOWN,19709,10/20/2020,Routine,,,"400 S RIDGE AVE
MIDDLETOWN, DE 19709
(39.449171, -75.733222)"
CALYPSO CATERERS,608 WAGAMON ST,GEORGETOWN,19947,01/08/2020,Routine,,,"608 WAGAMON ST
GEORGETOWN, DE 19947
(38.683518, -75.383695)"
CAMP ARROWHEAD,RD 1  BOX 161,LEWES,19958,06/15/2021,Routine,,,
CAMP BARNES,RD 2  BOX 138,FRANKFORD,19945,06/10/2021,Routine,,,
CANDY KITCHEN - Q STORE,1 S BOARDWALK,REHOBOTH BEACH,19971,04/19/2021,Routine,,,"1 S BOARDWALK
REHOBOTH BEACH, DE 19971
(38.716402, -75.076047)"
CANDY KITCHEN SHOPPE,100 GARFIELD PKWY,BETHANY BEACH,19930,03/12/2021,Routine,,,"100 GARFIELD PKWY
BETHANY BEACH, DE 19930
(38.538332, -75.055539)"
CANDY KITCHEN SHOPPE,102 REHOBOTH AVENUE,REHOBOTH BEACH,19971,05/21/2020,Routine,,,"102 REHOBOTH AVENUE
REHOBOTH BEACH, DE 19971
(38.716222, -75.079088)"
CANDY KITCHEN SHOPPE,3707 S COASTAL HWY,FENWICK ISLAND,19941,04/08/2021,Routine,,,
CANDY KITCHEN SHOPPE,GARFIELD PKWY & PENNSYLVANIA AVE,BETHANY BEACH,19930,07/12/2021,Routine,,,"GARFIELD PKWY & PENNSYLVANIA AVE
BETHANY BEACH, DE 19930
(38.5384, -75.057216)"
CANDY KITCHEN SHOPPES,18627 RT 1,REHOBOTH BEACH,19971,03/22/2021,Routine,,,"18627 RT 1
REHOBOTH BEACH, DE 19971
(38.736088, -75.140113)"
CAPE HENLOPEN ELKS,18544 BEAVER DAM ROAD,LEWES,19958,01/13/2020,Routine,4-703.11,Hot Water and Chemical-Methods,"18544 BEAVER DAM ROAD
LEWES, DE 19958
(38.72869, -75.199451)"
CAPE HENLOPEN ELKS,18544 BEAVER DAM ROAD,LEWES,19958,01/13/2020,Routine,4-302.14,"Sanitizing Solutions, Testing Devices","18544 BEAVER DAM ROAD
LEWES, DE 19958
(38.72869, -75.199451)"
CAPE HENLOPEN ELKS,18544 BEAVER DAM ROAD,LEWES,19958,01/22/2020,Follow-up,,,"18544 BEAVER DAM ROAD
LEWES, DE 19958
(38.72869, -75.199451)"
"CAPT. ZEAK'S CRAB HOUSE & SEAFOOD, LLC",192 N DUPONT HWY,NEW CASTLE,19720,05/04/2020,Routine,,,"192 N DUPONT HWY
NEW CASTLE, DE 19720
(39.677335, -75.592994)"
CAPTAINS QUARTERS,35291 ATLANTIC AVE,MILLVILLE,19967,07/14/2020,Routine,,,"35291 ATLANTIC AVE
MILLVILLE, DE 19967
(38.549226, -75.122147)"
CARTER KITCHEN @ DT&CC,21179 COLLEGE DR,GEORGETOWN,19947,11/01/2021,Routine,,,"21179 COLLEGE DR
GEORGETOWN, DE 19947
(38.697894, -75.406281)"
CARUSO'S PIZZA & PASTA,101 E MARKET ST,GEORGETOWN,19947,03/24/2020,Routine,,,"101 E MARKET ST
GEORGETOWN, DE 19947
(38.691033, -75.384651)"
CARUSO'S PIZZA & PASTA,101 E MARKET ST,GEORGETOWN,19947,05/17/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","101 E MARKET ST
GEORGETOWN, DE 19947
(38.691033, -75.384651)"
CARUSO'S PIZZA & PASTA,101 E MARKET ST,GEORGETOWN,19947,05/17/2021,Routine,7-208.11,Storage-First Aid Supplies,"101 E MARKET ST
GEORGETOWN, DE 19947
(38.691033, -75.384651)"
CARUSO'S PIZZA & PASTA,101 E MARKET ST,GEORGETOWN,19947,11/22/2021,Routine,6-301.12,Hand Drying Provision,"101 E MARKET ST
GEORGETOWN, DE 19947
(38.691033, -75.384651)"
CASPAULLA'S,1903 NEWPORT GAP PIKE,WILMINGTON,19808,05/11/2021,Routine,,,"1903 NEWPORT GAP PIKE
WILMINGTON, DE 19808
(39.734783, -75.629232)"
CASTAWAYS,30739 SUSSEX HWY,LAUREL,19956,08/17/2021,Routine,,,"30739 SUSSEX HWY
LAUREL, DE 19956
(38.561207, -75.556966)"
CATCH 54,38931 MADISON AVE,SELBYVILLE,19944,01/14/2020,Complaint,,,"38931 MADISON AVE
SELBYVILLE, DE 19944
(38.453131, -75.064984)"
CAVA,2150 FASHION CENTER BLVD,NEWARK,19702,10/27/2021,Routine,,,"2150 FASHION CENTER BLVD
NEWARK, DE 19702
(39.671507, -75.648365)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,03/23/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,03/23/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,03/23/2021,Routine,4-302.12,Food Temperature Measuring Devices,"522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,03/30/2021,Follow-up,,,"522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,10/26/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CELAJES TACANA,522 N BEDFORD ST,GEORGETOWN,19947,10/26/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","522 N BEDFORD ST
GEORGETOWN, DE 19947
(38.697341, -75.394017)"
CENTENARY UMC,200 WEST MARKET ST,LAUREL,19956,01/15/2020,Routine,,,"200 WEST MARKET ST
LAUREL, DE 19956
(38.556882, -75.572555)"
CENTENARY UMC,200 WEST MARKET ST,LAUREL,19956,01/11/2022,Routine,,,"200 WEST MARKET ST
LAUREL, DE 19956
(38.556882, -75.572555)"
CENTRAL SUSSEX EMPLOYMENT SERVICE,211 NORTH RACE ST,GEORGETOWN,19947,01/21/2020,Routine,,,"211 NORTH RACE ST
GEORGETOWN, DE 19947
(38.693583, -75.388144)"
CENTRAL SUSSEX EMPLOYMENT SERVICE,211 NORTH RACE ST,GEORGETOWN,19947,11/03/2021,Routine,,,"211 NORTH RACE ST
GEORGETOWN, DE 19947
(38.693583, -75.388144)"
CHANDA'S FOOD BUMPS,105 WEST 41ST ST,WILMINGTON,19802,02/11/2021,Routine,,,"105 WEST 41ST ST
WILMINGTON, DE 19802
(39.762133, -75.523281)"
CHARLEYS PHILLY STEAKS,"220 CHRISTINA MALL, SPACE NO 1491",NEWARK,19702,06/07/2021,Routine,,,
CHEER @ GREENWOOD,41 SCHULZE RD,GREENWOOD,19950,09/09/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"41 SCHULZE RD
GREENWOOD, DE 19950
(38.801188, -75.584675)"
CHEER CENTRAL KITCHEN,546 S BEDFORD ST,GEORGETOWN,19947,01/21/2020,Routine,3-501.14,Cooling,"546 S BEDFORD ST
GEORGETOWN, DE 19947
(38.665686, -75.378147)"
CHEER CENTRAL KITCHEN,546 S BEDFORD ST,GEORGETOWN,19947,01/21/2020,Routine,3-101.11,"Safe, Unadulterated and Honestly Presented","546 S BEDFORD ST
GEORGETOWN, DE 19947
(38.665686, -75.378147)"
CHEER CENTRAL KITCHEN,546 S BEDFORD ST,GEORGETOWN,19947,01/21/2020,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"546 S BEDFORD ST
GEORGETOWN, DE 19947
(38.665686, -75.378147)"
CHEER CENTRAL KITCHEN,546 S BEDFORD ST,GEORGETOWN,19947,01/21/2020,Routine,5-202.14,"Backflow Prevention Device, Design Standard","546 S BEDFORD ST
GEORGETOWN, DE 19947
(38.665686, -75.378147)"
CHEER COASTAL LEISURE CENTER,30637 CEDAR NECK RD,OCEAN VIEW,19970,02/04/2020,Routine,,,"30637 CEDAR NECK RD
OCEAN VIEW, DE 19970
(38.55952, -75.082921)"
CHEER INC,20520 SAND HILL RD,GEORGETOWN,19947,06/15/2021,Routine,,,"20520 SAND HILL RD
GEORGETOWN, DE 19947
(38.700498, -75.368098)"
CHEER INC,20520 SAND HILL RD,GEORGETOWN,19947,10/07/2021,Routine,,,"20520 SAND HILL RD
GEORGETOWN, DE 19947
(38.700498, -75.368098)"
CHEF FREDS CAFÉ,10912 COUNTY SEAT HWY,LAUREL,19956,05/21/2021,Routine,6-301.11,"Handwashing Cleanser, Availability","10912 COUNTY SEAT HWY
LAUREL, DE 19956
(38.570791, -75.562065)"
CHEF FREDS CAFÉ,10912 COUNTY SEAT HWY,LAUREL,19956,11/30/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils","10912 COUNTY SEAT HWY
LAUREL, DE 19956
(38.570791, -75.562065)"
CHEFS' HAVEN CAFÉ,1601 CONCORD PIKE SUITE 77/79,WILMINGTON,19803,06/22/2020,Routine,,,
CHESAPEAKE & MAINE,316 REHOBOTH AVE,REHOBOTH BEACH,19971,05/05/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"316 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715443, -75.086848)"
CHESAPEAKE & MAINE,316 REHOBOTH AVE,REHOBOTH BEACH,19971,05/05/2021,Routine,6-301.12,Hand Drying Provision,"316 REHOBOTH AVE
REHOBOTH BEACH, DE 19971
(38.715443, -75.086848)"
CHESAPEAKE COUNTRY KITCHEN,30759 SUSSEX HWY,LAUREL,19956,02/17/2021,Routine,,,"30759 SUSSEX HWY
LAUREL, DE 19956
(38.560712, -75.556738)"
CHESAPEAKE COUNTRY KITCHEN,30759 SUSSEX HWY,LAUREL,19956,10/25/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","30759 SUSSEX HWY
LAUREL, DE 19956
(38.560712, -75.556738)"
CHICK-FIL-A,204 CHRISTIANA MALL SUITE 1274,NEWARK,19702,09/24/2020,Routine,,,"204 CHRISTIANA MALL SUITE 1274
NEWARK, DE 19702
(39.675861, -75.650633)"
CHICK-FIL-A,204 CHRISTIANA MALL SUITE 1274,NEWARK,19702,09/24/2020,Routine,,,"204 CHRISTIANA MALL SUITE 1274
NEWARK, DE 19702
(39.675861, -75.650633)"
CHICK-FIL-A CONCORD MALL,4737 CORCORD PIKE STE 760,WILMINGTON,19803,11/01/2021,Routine,,,
CHICK-FIL-A RESSTAURANT,107 SOUTH DUPONT HWY,NEW CASTLE,19720,05/26/2021,Routine,,,"107 SOUTH DUPONT HWY
NEW CASTLE, DE 19720
(39.664422, -75.605483)"
"CHICK-FIL-A, INC",3260 KIRKWOOD HIGHWAY,WILMINGTON,19808,11/05/2021,Routine,,,"3260 KIRKWOOD HIGHWAY
WILMINGTON, DE 19808
(39.737031, -75.626204)"
"CHICK-FIL-A, INC (CONCORD MALL)",4737 CONCORD PIKE STE 760,WILMINGTON,19803,04/15/2021,Routine,,,
CHICKZ N WINGS,7 LOCK LOMOND ST,BEAR,19701,01/05/2022,Routine,,,"7 LOCK LOMOND ST
BEAR, DE 19701
(39.610625, -75.698881)"
CHILDREN & FAMILIES FIRST-STOCKLEY,26351 PATRIOT'S WAY,GEORGETOWN,19947,12/03/2020,Routine,,,"26351 PATRIOT'S WAY
GEORGETOWN, DE 19947
(38.622634, -75.320514)"
CHILDREN & FAMILIES FIRST-STOCKLEY,26351 PATRIOT'S WAY,GEORGETOWN,19947,09/22/2021,Routine,,,"26351 PATRIOT'S WAY
GEORGETOWN, DE 19947
(38.622634, -75.320514)"
CHILDREN AND FAMILIES FIRST DUNBAR HEAD START,1110 W 6TH ST,LAUREL,19956,12/10/2020,Routine,,,"1110 W 6TH ST
LAUREL, DE 19956
(38.556723, -75.581167)"
CHILDREN AND FAMILIES FIRST DUNBAR HEAD START,1110 W 6TH ST,LAUREL,19956,09/21/2021,Routine,,,"1110 W 6TH ST
LAUREL, DE 19956
(38.556723, -75.581167)"
CHILDREN'S BEACH HOUSE,1800 BAY AVE,LEWES,19958,03/09/2020,Routine,,,"1800 BAY AVE
LEWES, DE 19958
(38.785633, -75.149743)"
CHILIS FRIED CHICKEN,625 DELAWARE ST,NEW CASTLE,19720,01/13/2022,Routine,,,"625 DELAWARE ST
NEW CASTLE, DE 19720
(39.662901, -75.56806)"
CHILI'S GRILL & BAR,3220 FASHION CENTER BLVD,NEWARK,19702,11/01/2021,Routine,,,"3220 FASHION CENTER BLVD
NEWARK, DE 19702
(39.671979, -75.649412)"
CHINA EXPRESS,"7 SEASIDE VILLAGE, HIGHWAY ONE",BETHANY BEACH,19930,01/16/2020,Routine,,,"7 SEASIDE VILLAGE, HIGHWAY ONE
BETHANY BEACH, DE 19930
(38.518897, -75.054508)"
CHINA EXPRESS,"7 SEASIDE VILLAGE, HIGHWAY ONE",BETHANY BEACH,19930,01/10/2022,Routine,,,"7 SEASIDE VILLAGE, HIGHWAY ONE
BETHANY BEACH, DE 19930
(38.518897, -75.054508)"
CHINA INN,216 NEW CASTLE AVE,NEW CASTLE,19720,03/03/2020,Routine,,,"216 NEW CASTLE AVE
NEW CASTLE, DE 19720
(39.686906, -75.556635)"
CHINA KING,2003 N MARKET ST,WILMINGTON,19802,11/04/2020,Routine,,,"2003 N MARKET ST
WILMINGTON, DE 19802
(39.751837, -75.54177)"
CHINA STAR,1256 NORMAN ESKRIDGE HWY,SEAFORD,19973,05/13/2021,Routine,,,"1256 NORMAN ESKRIDGE HWY
SEAFORD, DE 19973
(38.65265, -75.596475)"
CHINA WOK,128 BROADKILL RD #E,MILTON,19968,06/09/2021,Routine,2-301.15,Where to Wash,"128 BROADKILL RD #E
MILTON, DE 19968
(38.788119, -75.313835)"
CHINA WOK,128 BROADKILL RD #E,MILTON,19968,06/09/2021,Routine,3-501.16,"Time/Temperature Control for Safety Food, Hot and Cold Holding","128 BROADKILL RD #E
MILTON, DE 19968
(38.788119, -75.313835)"
CHINA WOK,128 BROADKILL RD #E,MILTON,19968,06/09/2021,Routine,3-501.17,"Ready-To-Eat Time/Temperature Control for Safety Food, Date Marking","128 BROADKILL RD #E
MILTON, DE 19968
(38.788119, -75.313835)"
CHINA WOK,401 COLLEGE PARK LN,GEORGETOWN,19947,07/14/2021,Routine,6-301.12,Hand Drying Provision,
CHINA WOK,401 COLLEGE PARK LN,GEORGETOWN,19947,07/14/2021,Routine,4-601.11,"Equipment, Food-Contact Surfaces, Nonfood-Contact Surfaces, and Utensils",
CHINA WOK,401 COLLEGE PARK LN,GEORGETOWN,19947,07/14/2021,Routine,4-302.12,Food Temperature Measuring Devices,
CHINA WOK,9577 BRIDGEVILLE CTR UNIT 3,BRIDGEVILLE,19933,04/06/2021,Routine,5-205.11,Using a Handwashing Sink-Operation and Maintenance,"9577 BRIDGEVILLE CTR UNIT 3
BRIDGEVILLE, DE 19933
(38.719697, -75.586948)"
CHINA WOK,9577 BRIDGEVILLE CTR UNIT 3,BRIDGEVILLE,19933,04/06/2021,Routine,6-301.12,Hand Drying Provision,"9577 BRIDGEVILLE CTR UNIT 3
BRIDGEVILLE, DE 19933
(38.719697, -75.586948)"
